Laptop,Variante,Datensatz,Bilder,Prozesse,Laufzeit in s,Speedup,Efficiency,Throughput
2,Baseline,NIH,100,1,0.667,1.0,1.0,149.98
2,Baseline,NIH,500,1,3.398,1.0,1.0,147.16
2,Baseline,NIH,1000,1,6.806,1.0,1.0,146.93
2,Baseline,NIH,5000,1,34.325,1.0,1.0,145.67
2,Baseline,Kaggle Pneumonia,100,1,0.912,1.0,1.0,109.7
2,Baseline,Kaggle Pneumonia,500,1,4.651,1.0,1.0,107.51
2,Baseline,Kaggle Pneumonia,1000,1,9.451,1.0,1.0,105.81
2,Baseline,Kaggle Pneumonia,5000,1,27.389,1.0,1.0,182.56
