Laptop,Variante,Datensatz,Bilder,Prozesse,Laufzeit in s,Std,CI_low,CI_high,Speedup,Efficiency,Throughput,all_times
3,Dynamic True,NIH,1000,2,5.583,0.0218,5.5677,5.5989,1.813,0.906,179.11,"[5.576770600000032, 5.584335500000066, 5.6054216, 5.601960599999984, 5.553712799999971, 5.596088700000109, 5.56451780000009, 5.5822451999999885, 5.617697900000053, 5.554935699999987]"
3,Dynamic,NIH,1000,4,3.285,0.0238,3.2683,3.3023,3.06,0.765,304.39,"[3.2884535999999116, 3.2650711, 3.3056360000000495, 3.2705205000000888, 3.3021483999999646, 3.2821158000000423, 3.3294632999999294, 3.294841799999972, 3.2741715999999315, 3.245474599999966]"
3,Dynamic True,NIH,1000,4,3.41,0.028,3.3896,3.4298,2.968,0.742,293.28,"[3.444750400000089, 3.412029500000017, 3.4073842999999897, 3.3874428999999964, 3.3941432000000304, 3.4750437999999804, 3.414882700000021, 3.414962800000012, 3.3982168, 3.382151799999974]"
3,Dynamic,NIH,1000,8,2.242,0.0243,2.2251,2.2598,4.483,0.56,445.94,"[2.237027200000057, 2.2342337000000043, 2.2808656999999357, 2.2436380999999983, 2.237193300000058, 2.283511599999997, 2.290603000000033, 2.261367899999982, 2.220866800000067, 2.241275700000074]"
3,Dynamic True,NIH,1000,8,2.467,0.0242,2.4497,2.4844,4.102,0.513,405.34,"[2.423717199999942, 2.474110900000028, 2.4470367000000124, 2.4692651999999953, 2.4376161999999795, 2.486418300000082, 2.4648541999999907, 2.43938049999997, 2.5017576999999847, 2.4719005000000607]"
3,Dynamic,Kaggle Pneumonia,100,1,2.308,0.016,2.2964,2.3193,1.0,1.0,43.33,"[2.3389690999999857, 2.3117750000000115, 2.2899433000000045, 2.312488299999927, 2.2845455000000356, 2.3160499000000527, 2.315943500000003, 2.3039543999999523, 2.2919440000000577, 2.3016124000000673]"
3,Dynamic True,Kaggle Pneumonia,100,1,2.363,0.0096,2.3558,2.3696,1.0,1.0,42.33,"[2.3495309999999563, 2.3783968000000186, 2.3731589000000213, 2.360759499999972, 2.3645645000000286, 2.369859100000099, 2.3511909999999716, 2.3571809999999687, 2.371548299999972, 2.358905199999981]"
3,Dynamic,Kaggle Pneumonia,100,2,1.625,0.0162,1.6131,1.6363,1.42,0.71,61.55,"[1.6120878000000403, 1.624987199999964, 1.6157923000000665, 1.6170041999999967, 1.623577599999976, 1.6244156000000203, 1.637467000000015, 1.667926599999987, 1.6391454999999269, 1.6251316999999972]"
3,Dynamic True,Kaggle Pneumonia,100,2,1.684,0.0137,1.6743,1.6939,1.403,0.702,59.38,"[1.6736339999999927, 1.6770524000000933, 1.7088576000001012, 1.674672600000008, 1.6729282999999668, 1.7065589999999702, 1.6997045000000526, 1.682972300000074, 1.6901029999999082, 1.6852095000000418]"
3,Dynamic,Kaggle Pneumonia,100,4,1.312,0.0088,1.3061,1.3188,1.759,0.44,76.19,"[1.3047642000000224, 1.3091895000000022, 1.315593100000001, 1.3188096000000087, 1.3102963999999702, 1.3138768000000027, 1.3328227999999172, 1.306365299999925, 1.3110428999999613, 1.3258846000001085]"
3,Dynamic True,Kaggle Pneumonia,100,4,1.413,0.0165,1.4009,1.4246,1.672,0.418,70.78,"[1.4078035, 1.4321120000000747, 1.4108128000000306, 1.4078107000000273, 1.4506149999999707, 1.407513999999992, 1.4472118999999566, 1.4138677999999345, 1.411594399999899, 1.4207980999999563]"
3,Dynamic,Kaggle Pneumonia,100,8,1.225,0.0211,1.2103,1.2405,1.884,0.235,81.6,"[1.210965500000043, 1.246834999999919, 1.2403765999999905, 1.2264834000000064, 1.2195656999999755, 1.2146615999999995, 1.2243730000000141, 1.282257100000038, 1.222200799999996, 1.2430470000000469]"
3,Dynamic True,Kaggle Pneumonia,100,8,1.411,0.027,1.3918,1.4304,1.675,0.209,70.87,"[1.473132200000009, 1.394021900000098, 1.407763300000056, 1.42825229999994, 1.3858139999999821, 1.441759999999931, 1.3867665999999872, 1.4144273000000567, 1.4248304999999846, 1.4058608999999933]"
3,Dynamic,Kaggle Pneumonia,500,1,8.576,0.0223,8.5605,8.5925,1.0,1.0,58.3,"[8.606971900000076, 8.568953800000031, 8.583294000000024, 8.569532399999957, 8.61381289999997, 8.60200670000006, 8.567411099999958, 8.623098400000003, 8.56969259999994, 8.564221799999927]"
3,Dynamic True,Kaggle Pneumonia,500,1,8.599,0.0326,8.5761,8.6228,1.0,1.0,58.14,"[8.618502499999977, 8.588746799999967, 8.687966499999902, 8.601081699999895, 8.59875790000001, 8.638706700000057, 8.588171699999975, 8.600210300000072, 8.575368799999978, 8.596427799999901]"
3,Dynamic,Kaggle Pneumonia,500,2,4.807,0.0258,4.7886,4.8254,1.784,0.892,104.02,"[4.839989199999991, 4.844197099999974, 4.7850680000001375, 4.79586089999998, 4.834926499999938, 4.818114700000024, 4.783242100000052, 4.8183358000001135, 4.775094300000092, 4.789455500000031]"
3,Dynamic True,Kaggle Pneumonia,500,2,4.877,0.0316,4.854,4.8992,1.763,0.881,102.53,"[4.935994499999879, 4.883678400000008, 4.8677626999999575, 4.858522600000015, 4.869660999999951, 4.883502200000066, 4.914659900000061, 4.92938879999997, 4.853023399999984, 4.849572300000091]"
3,Dynamic,Kaggle Pneumonia,500,4,2.985,0.0139,2.9755,2.9954,2.873,0.718,167.48,"[3.0101395000001503, 2.984818599999926, 2.995455100000072, 2.981146699999954, 3.0052948000000015, 3.015687299999854, 2.977054199999884, 2.9855825000001914, 2.9852740000001177, 2.9787337999998726]"
3,Dynamic True,Kaggle Pneumonia,500,4,3.096,0.0239,3.0785,3.1128,2.777,0.694,161.52,"[3.1069159999999556, 3.08667000000014, 3.0948430999999346, 3.1051648000000114, 3.143910900000037, 3.1397144999998545, 3.0801143999999567, 3.0865254000000277, 3.0718226999999843, 3.0964426999998977]"
3,Dynamic,Kaggle Pneumonia,500,8,2.187,0.0292,2.1666,2.2083,3.921,0.49,228.58,"[2.188391200000069, 2.137375499999962, 2.182315600000038, 2.1762892000001557, 2.168781200000012, 2.1920253000000685, 2.2501589999999396, 2.213102399999798, 2.1864513999998962, 2.195020099999965]"
3,Dynamic True,Kaggle Pneumonia,500,8,2.397,0.0255,2.3787,2.4151,3.587,0.448,208.6,"[2.3952180999999655, 2.4087044000000333, 2.3965143999998872, 2.396962799999983, 2.387761400000045, 2.396870799999988, 2.3992147999999816, 2.3955353000001196, 2.4354252000000542, 2.470465299999887]"
3,Dynamic,Kaggle Pneumonia,1000,1,16.519,0.0371,16.4923,16.5453,1.0,1.0,60.54,"[16.545692200000076, 16.597983900000145, 16.491148600000088, 16.540698699999894, 16.527581199999986, 16.55632719999994, 16.47622790000014, 16.50827759999993, 16.488362299999835, 16.509957400000076]"
3,Dynamic True,Kaggle Pneumonia,1000,1,16.533,0.0655,16.4866,16.5803,1.0,1.0,60.48,"[16.534003700000085, 16.491777899999988, 16.656448299999965, 16.473945200000117, 16.61755019999987, 16.48963159999994, 16.532879099999946, 16.51557619999994, 16.63962860000015, 16.560454900000195]"
3,Dynamic,Kaggle Pneumonia,1000,2,8.838,0.0405,8.809,8.8669,1.869,0.934,113.15,"[8.774750999999924, 8.871486600000026, 8.817013400000178, 8.916307899999993, 8.845522699999947, 8.82423659999995, 8.88942730000008, 8.830425299999888, 8.860459100000071, 8.825027099999943]"
3,Dynamic True,Kaggle Pneumonia,1000,2,8.904,0.0456,8.871,8.9363,1.857,0.928,112.31,"[8.881664699999874, 8.868529200000012, 8.855690300000106, 8.96918259999984, 8.883068200000025, 8.987242100000003, 8.947679999999991, 8.87623520000011, 8.924207499999966, 8.928738100000146]"
3,Dynamic,Kaggle Pneumonia,1000,4,5.074,0.0265,5.0546,5.0925,3.256,0.814,197.1,"[5.130397599999924, 5.06662039999992, 5.056134100000008, 5.068007200000011, 5.079038100000162, 5.117532900000015, 5.097208900000169, 5.064629700000069, 5.082713900000044, 5.049414500000012]"
3,Dynamic True,Kaggle Pneumonia,1000,4,5.22,0.0264,5.2014,5.2391,3.167,0.792,191.56,"[5.253094999999803, 5.227697099999887, 5.209245900000042, 5.185512999999901, 5.217464600000085, 5.2230025999999725, 5.180737600000157, 5.261718900000005, 5.207567400000016, 5.23861850000003]"
3,Dynamic,Kaggle Pneumonia,1000,8,3.385,0.0553,3.3459,3.4251,4.88,0.61,295.38,"[3.3541700000000674, 3.414841999999908, 3.348517700000002, 3.345305699999926, 3.4747670000001563, 3.4529555999999957, 3.3535452000000987, 3.3561545000000024, 3.445714599999974, 3.4712384999997994]"
3,Dynamic True,Kaggle Pneumonia,1000,8,3.586,0.0244,3.5688,3.6037,4.61,0.576,278.84,"[3.5888846999998805, 3.5957903000000897, 3.56966199999988, 3.6098607999999786, 3.6515620000000126, 3.5740160000000287, 3.5721966000000975, 3.597247500000094, 3.5836785999999847, 3.5799626999998964]"
