Laptop,Variante,Datensatz,Bilder,Prozesse,Laufzeit in s,Std,CI_low,CI_high,Speedup,Efficiency,Throughput,all_times
3,Static,NIH,1000,4,5.182,0.0657,5.1349,5.2289,1.968,0.492,192.98,"[5.229746799999987, 5.1885045999999875, 5.326495299999976, 5.287781999999993, 5.158152299999983, 5.175324899999964, 5.123709300000087, 5.139398400000005, 5.152512099999967, 5.195526599999994]"
3,Static,NIH,1000,8,6.719,0.0107,6.7118,6.7271,1.517,0.19,148.82,"[6.719758600000091, 6.703132900000014, 6.720350899999971, 6.722339999999917, 6.734210499999904, 6.719090999999935, 6.701225900000054, 6.7055833999999095, 6.707578000000012, 6.723460900000077]"
3,Static,Kaggle Pneumonia,100,1,2.284,0.0192,2.2702,2.2976,1.0,1.0,43.79,"[2.3330554000000348, 2.294767499999921, 2.274169000000029, 2.2796972999999525, 2.2862157000000707, 2.26309880000008, 2.271177800000032, 2.293987799999968, 2.2902021999999533, 2.281523200000038]"
3,Static,Kaggle Pneumonia,100,2,2.195,0.0253,2.1771,2.2133,1.041,0.52,45.55,"[2.2038491000000704, 2.1963730999999598, 2.2095285999999987, 2.180495599999972, 2.193995299999983, 2.2669552999999496, 2.208244700000023, 2.183831800000007, 2.18372260000001, 2.1872017000000596]"
3,Static,Kaggle Pneumonia,100,4,1.309,0.0169,1.2968,1.321,1.745,0.436,76.4,"[1.2981595999999627, 1.3116172999999662, 1.3297988000000487, 1.3535276000000067, 1.3122681999999486, 1.3075238999999783, 1.310293300000012, 1.2993617000000768, 1.3047370999998975, 1.3020668999999998]"
3,Static,Kaggle Pneumonia,100,8,1.359,0.0308,1.3372,1.3813,1.681,0.21,73.57,"[1.3480796000000055, 1.3559640000000854, 1.381050000000073, 1.3548663999999917, 1.3995056999999633, 1.4393688999999767, 1.4044397999999774, 1.3548697999999604, 1.362543100000039, 1.3463915999999472]"
3,Static,Kaggle Pneumonia,500,1,8.716,0.0121,8.7071,8.7245,1.0,1.0,57.37,"[8.728010899999958, 8.719262399999934, 8.701259999999934, 8.70236890000001, 8.722287599999959, 8.723015099999998, 8.700013600000034, 8.712278099999935, 8.729889500000013, 8.699696900000049]"
3,Static,Kaggle Pneumonia,500,2,5.626,0.0151,5.6154,5.637,1.549,0.774,88.87,"[5.6319425000000365, 5.617118600000026, 5.641040299999986, 5.654251000000045, 5.623828500000059, 5.6104947999999695, 5.6468271999999615, 5.628521100000057, 5.608687799999984, 5.623839399999952]"
3,Static,Kaggle Pneumonia,500,4,4.937,0.0208,4.9226,4.9523,1.765,0.441,101.27,"[4.936631600000055, 4.954773100000011, 4.959979700000076, 4.938281599999982, 4.9697005000000445, 4.9355079000000615, 4.923240200000009, 4.9705015999999205, 4.930956999999921, 4.906395900000007]"
3,Static,Kaggle Pneumonia,500,8,6.606,0.0374,6.5795,6.633,1.319,0.165,75.69,"[6.583901900000001, 6.639035900000067, 6.607786499999975, 6.5794925999999805, 6.604749399999946, 6.705837299999985, 6.610189999999989, 6.610757000000035, 6.588204599999926, 6.587755700000002]"
3,Static,Kaggle Pneumonia,1000,1,16.869,0.0244,16.8513,16.8863,1.0,1.0,59.28,"[16.885498000000098, 16.839320400000133, 16.866923399999905, 16.839019400000097, 16.892563999999993, 16.872031300000117, 16.90830109999979, 16.84920360000001, 16.87070289999997, 16.83935980000001]"
3,Static,Kaggle Pneumonia,1000,2,9.713,0.0278,9.6933,9.733,1.737,0.869,102.95,"[9.74239590000002, 9.709139600000071, 9.688900099999955, 9.710958299999902, 9.715403199999855, 9.655757799999947, 9.732003400000167, 9.717941600000131, 9.748435599999993, 9.688619600000038]"
3,Static,Kaggle Pneumonia,1000,4,7.233,0.0387,7.2051,7.2604,2.332,0.583,138.26,"[7.219554400000106, 7.199564399999872, 7.259523600000193, 7.197513199999776, 7.24595249999993, 7.164513400000033, 7.254038600000058, 7.269684100000177, 7.188002300000107, 7.276071699999875]"
3,Static,Kaggle Pneumonia,1000,8,7.953,0.1551,7.8423,8.0642,2.121,0.265,125.73,"[7.954825300000039, 7.95165750000001, 7.896631800000023, 8.059038599999894, 7.903890199999978, 7.998222299999952, 8.228179500000124, 8.086274900000035, 7.738169900000003, 7.712351699999999]"
