Laptop,Variante,Datensatz,Bilder,Prozesse,Laufzeit in s,Speedup,Efficiency,Throughput
1,Baseline,NIH,100,1,0.704,1.0,1.0,142.0
1,Baseline,NIH,500,1,3.645,1.0,1.0,137.18
1,Baseline,NIH,1000,1,7.416,1.0,1.0,134.84
1,Baseline,NIH,5000,1,39.369,1.0,1.0,127.0
1,Baseline,Kaggle Pneumonia,100,1,1.02,1.0,1.0,98.04
1,Baseline,Kaggle Pneumonia,500,1,5.421,1.0,1.0,92.23
1,Baseline,Kaggle Pneumonia,1000,1,9.865,1.0,1.0,101.37
1,Baseline,Kaggle Pneumonia,5000,1,28.3,1.0,1.0,176.68
