Laptop,Variante,Datensatz,Bilder,Prozesse,Laufzeit in s,Speedup,Efficiency,Throughput
3,Baseline,NIH,100,1,0.594,1.0,1.0,168.3
3,Baseline,NIH,500,1,3.003,1.0,1.0,166.52
3,Baseline,NIH,1000,1,6.074,1.0,1.0,164.63
3,Baseline,NIH,5000,1,30.322,1.0,1.0,164.9
3,Baseline,Kaggle Pneumonia,100,1,0.86,1.0,1.0,116.24
3,Baseline,Kaggle Pneumonia,500,1,4.467,1.0,1.0,111.94
3,Baseline,Kaggle Pneumonia,1000,1,9.095,1.0,1.0,109.96
3,Baseline,Kaggle Pneumonia,5000,1,26.242,1.0,1.0,190.54
